livraison_id,commande_id,origine,destination,transporteur_id,transporteur_nom,mode_transport,distance_km,masse_t,date_depart,date_arrivee_prevue,retard_heures,statut,co2_kg,cout_transport_usd,produit,otif
LIV-0144,CMD-0424,Khouribga,Safi,T003,Atlas Trucks,Route,155,382.3,2024-07-09 15:32,2024-07-09 18:50,0.0,Planifié,5688.62,722.73,Urée,0
LIV-0145,CMD-0169,Safi,Casablanca Port,T006,Marsa Maroc,Maritime,450,473.0,2024-01-08 17:27,2024-01-08 23:39,0.0,Livré,1489.95,2721.62,Urée,1
LIV-0146,CMD-0303,Khouribga,Jorf Lasfar,T001,OCP Rail,Rail,180,462.8,2025-03-22 06:31,2025-03-22 10:43,2.7,Livré,2082.6,890.26,Urée,0
LIV-0147,CMD-0414,Safi,Laayoune,T006,Marsa Maroc,Maritime,646,439.3,2024-08-31 15:42,2024-08-31 23:42,0.0,Retardé,1986.51,4198.69,NPS,0
LIV-0148,CMD-0038,Casablanca Port,Youssoufia,T005,OCP Maritime,Maritime,719,398.4,2024-09-25 03:56,2024-09-25 12:56,0.0,Livré,2291.6,4094.7,Sulfate d'ammonium,1
LIV-0149,CMD-0164,Safi,Laayoune,T006,Marsa Maroc,Maritime,837,442.3,2025-02-24 01:03,2025-02-24 16:57,0.0,Planifié,2591.44,4941.27,DAP,0
LIV-0150,CMD-0363,Khouribga,Casablanca Port,T005,OCP Maritime,Maritime,120,135.8,2024-11-24 08:33,2024-11-24 09:57,0.0,En transit,130.37,247.27,MAP,0
LIV-0151,CMD-0547,Khouribga,Laayoune,T001,OCP Rail,Rail,539,163.0,2024-12-17 23:16,2024-12-18 09:04,0.0,En transit,2196.43,1309.54,Phosphate brut,0
LIV-0152,CMD-0370,Benguerir,Safi,T003,Atlas Trucks,Route,95,396.7,2024-04-18 17:15,2024-04-18 18:33,0.0,En transit,3617.9,555.76,NPS,0
LIV-0153,CMD-0413,Khouribga,Benguerir,T006,Marsa Maroc,Maritime,80,417.7,2024-02-18 07:22,2024-02-18 08:46,0.0,En transit,233.91,340.51,Urée,0
LIV-0154,CMD-0469,Laayoune,Benguerir,T005,OCP Maritime,Maritime,590,325.5,2025-01-15 05:42,2025-01-15 13:48,0.0,Livré,1536.36,3221.53,TSP,1
LIV-0155,CMD-0419,Casablanca Port,Jorf Lasfar,T005,OCP Maritime,Maritime,95,353.3,2024-01-26 07:50,2024-01-26 09:08,11.4,En transit,268.51,432.27,MAP,0
LIV-0156,CMD-0432,Khouribga,Safi,T005,OCP Maritime,Maritime,155,39.3,2024-10-15 12:39,2024-10-15 15:33,0.0,Livré,48.73,65.2,DAP,1
LIV-0157,CMD-0464,Benguerir,Safi,T002,ONCF Fret,Rail,95,413.2,2024-04-05 00:21,2024-04-05 01:51,0.0,Livré,863.59,514.99,Sulfate d'ammonium,1
LIV-0158,CMD-0334,Laayoune,Safi,T004,Sahara Trans,Route,934,365.6,2024-04-17 14:14,2024-04-18 05:08,0.0,Planifié,35512.92,4767.31,MAP,0
LIV-0159,CMD-0091,Laayoune,Jorf Lasfar,T006,Marsa Maroc,Maritime,820,216.6,2024-11-03 02:44,2024-11-03 17:32,0.0,Livré,1243.28,2002.81,TSP,1
LIV-0160,CMD-0055,Casablanca Port,Khouribga,T005,OCP Maritime,Maritime,120,402.2,2025-03-11 18:37,2025-03-11 20:19,5.7,Livré,386.11,709.16,Phosphate brut,0
LIV-0161,CMD-0594,Laayoune,Safi,T005,OCP Maritime,Maritime,99,77.7,2024-05-19 14:39,2024-05-19 15:51,1.5,Planifié,61.54,125.7,NPS,0
LIV-0162,CMD-0094,Khouribga,Casablanca Port,T005,OCP Maritime,Maritime,120,212.9,2024-01-19 01:39,2024-01-19 03:51,0.0,Livré,204.38,253.54,MAP,1
LIV-0163,CMD-0186,Khouribga,Casablanca Port,T002,ONCF Fret,Rail,120,89.1,2024-03-10 14:47,2024-03-10 17:23,0.0,Retardé,235.22,122.32,DAP,0
LIV-0164,CMD-0243,Casablanca Port,Khouribga,T003,Atlas Trucks,Route,120,67.4,2024-09-08 19:51,2024-09-08 22:09,0.0,Livré,776.45,85.94,NPS,1
LIV-0165,CMD-0276,Jorf Lasfar,Casablanca Port,T004,Sahara Trans,Route,95,149.3,2025-03-05 14:55,2025-03-05 16:31,0.0,Retardé,1475.08,168.67,MAP,0
LIV-0166,CMD-0173,Youssoufia,Casablanca Port,T006,Marsa Maroc,Maritime,884,80.3,2024-12-12 09:42,2024-12-13 05:54,8.1,Livré,496.9,971.88,Phosphate brut,0
LIV-0167,CMD-0257,Jorf Lasfar,Safi,T005,OCP Maritime,Maritime,75,40.1,2024-08-12 16:00,2024-08-12 17:06,5.2,Livré,24.06,46.47,Urée,0
LIV-0168,CMD-0144,Benguerir,Laayoune,T002,ONCF Fret,Rail,679,423.5,2024-05-05 09:01,2024-05-05 18:19,0.0,Livré,6326.24,3342.97,Acide phosphorique,1
LIV-0169,CMD-0330,Safi,Youssoufia,T005,OCP Maritime,Maritime,60,479.6,2024-09-23 03:11,2024-09-23 04:05,0.0,En transit,230.21,342.2,Sulfate d'ammonium,0
LIV-0170,CMD-0501,Youssoufia,Jorf Lasfar,T005,OCP Maritime,Maritime,90,27.6,2024-01-02 14:10,2024-01-02 15:28,0.0,En transit,19.87,36.22,Urée,0
LIV-0171,CMD-0182,Jorf Lasfar,Khouribga,T006,Marsa Maroc,Maritime,180,57.2,2024-12-11 18:41,2024-12-11 21:17,1.7,Livré,72.07,101.14,DAP,0
LIV-0172,CMD-0311,Khouribga,Jorf Lasfar,T003,Atlas Trucks,Route,180,233.4,2024-01-16 08:45,2024-01-16 11:09,0.0,Planifié,4033.15,470.32,Phosphate brut,0
LIV-0173,CMD-0513,Youssoufia,Jorf Lasfar,T003,Atlas Trucks,Route,90,154.8,2024-06-11 09:39,2024-06-11 11:51,0.0,Livré,1337.47,224.48,NPS,1
LIV-0174,CMD-0234,Youssoufia,Casablanca Port,T002,ONCF Fret,Rail,755,374.6,2025-03-14 22:58,2025-03-15 14:46,0.0,Retardé,6222.11,4083.87,Acide phosphorique,0
LIV-0175,CMD-0331,Youssoufia,Laayoune,T001,OCP Rail,Rail,789,345.3,2025-03-11 01:19,2025-03-11 11:13,0.5,En transit,6811.04,3820.75,Urée,0
LIV-0176,CMD-0546,Laayoune,Safi,T003,Atlas Trucks,Route,204,346.5,2024-10-07 18:19,2024-10-07 21:31,0.0,Retardé,6785.86,916.05,NPS,0
LIV-0177,CMD-0202,Benguerir,Khouribga,T004,Sahara Trans,Route,80,180.7,2024-01-20 16:58,2024-01-20 17:52,17.8,Retardé,1503.42,230.38,TSP,0
LIV-0178,CMD-0111,Benguerir,Safi,T001,OCP Rail,Rail,95,320.1,2024-12-01 12:06,2024-12-01 13:18,0.0,Livré,760.24,298.03,NPS,1
LIV-0179,CMD-0088,Youssoufia,Safi,T001,OCP Rail,Rail,60,180.1,2024-02-26 15:09,2024-02-26 15:57,0.0,En transit,270.15,165.52,DAP,0
LIV-0180,CMD-0058,Khouribga,Jorf Lasfar,T003,Atlas Trucks,Route,180,352.8,2024-02-18 03:48,2024-02-18 06:00,0.0,Livré,6096.38,967.49,DAP,1
LIV-0181,CMD-0027,Benguerir,Jorf Lasfar,T004,Sahara Trans,Route,110,316.3,2024-01-09 05:43,2024-01-09 07:31,0.0,Livré,3618.47,437.0,NPS,1
LIV-0182,CMD-0364,Jorf Lasfar,Benguerir,T005,OCP Maritime,Maritime,110,71.8,2024-02-22 11:07,2024-02-22 12:43,0.0,Livré,63.18,76.52,Urée,1
LIV-0183,CMD-0319,Safi,Laayoune,T005,OCP Maritime,Maritime,535,109.2,2024-02-04 05:32,2024-02-04 18:02,12.7,Planifié,467.38,618.76,TSP,0
LIV-0184,CMD-0573,Youssoufia,Jorf Lasfar,T003,Atlas Trucks,Route,90,184.6,2024-01-07 06:39,2024-01-07 08:03,0.0,Planifié,1594.94,203.61,DAP,0
LIV-0185,CMD-0340,Safi,Benguerir,T002,ONCF Fret,Rail,95,327.5,2024-02-23 03:08,2024-02-23 04:50,17.9,En transit,684.47,343.76,Sulfate d'ammonium,0
LIV-0186,CMD-0219,Jorf Lasfar,Benguerir,T004,Sahara Trans,Route,110,97.9,2024-02-02 18:31,2024-02-02 20:19,3.7,Livré,1119.98,138.61,Phosphate brut,0
LIV-0187,CMD-0146,Safi,Laayoune,T003,Atlas Trucks,Route,906,375.2,2024-05-23 02:33,2024-05-23 14:15,0.0,En transit,32633.4,3765.85,Acide phosphorique,0
LIV-0188,CMD-0568,Safi,Youssoufia,T006,Marsa Maroc,Maritime,60,458.1,2024-01-24 01:22,2024-01-24 02:34,0.0,Livré,192.4,335.09,Phosphate brut,1
LIV-0189,CMD-0216,Youssoufia,Benguerir,T001,OCP Rail,Rail,260,424.6,2024-01-17 07:21,2024-01-17 10:45,1.0,Livré,2759.9,1783.63,Acide phosphorique,0
LIV-0190,CMD-0148,Safi,Youssoufia,T003,Atlas Trucks,Route,60,198.7,2025-02-13 06:37,2025-02-13 07:19,4.0,Livré,1144.51,129.16,TSP,0
LIV-0191,CMD-0549,Laayoune,Youssoufia,T002,ONCF Fret,Rail,625,201.5,2024-11-29 15:12,2024-11-29 22:36,0.0,Livré,2770.62,1548.36,Acide phosphorique,1
LIV-0192,CMD-0482,Laayoune,Youssoufia,T003,Atlas Trucks,Route,333,45.6,2024-04-08 05:21,2024-04-08 09:39,0.0,Livré,1457.74,232.76,MAP,1
LIV-0193,CMD-0507,Youssoufia,Casablanca Port,T004,Sahara Trans,Route,849,443.6,2024-10-17 16:49,2024-10-18 06:25,0.0,En transit,39168.11,5652.33,NPS,0
LIV-0194,CMD-0436,Benguerir,Casablanca Port,T004,Sahara Trans,Route,733,462.2,2024-01-29 10:21,2024-01-30 01:15,0.0,Livré,35234.43,4676.92,Urée,1
LIV-0195,CMD-0345,Jorf Lasfar,Youssoufia,T003,Atlas Trucks,Route,90,284.3,2024-03-06 06:23,2024-03-06 08:05,0.0,Livré,2456.35,270.38,Urée,1
LIV-0196,CMD-0085,Safi,Jorf Lasfar,T004,Sahara Trans,Route,75,196.4,2024-07-31 01:27,2024-07-31 02:45,0.0,Livré,1531.92,194.18,Acide phosphorique,1
LIV-0197,CMD-0338,Laayoune,Jorf Lasfar,T005,OCP Maritime,Maritime,820,329.0,2024-06-25 21:24,2024-06-26 15:54,0.0,Livré,2158.24,4116.38,Acide phosphorique,1
LIV-0198,CMD-0307,Benguerir,Laayoune,T006,Marsa Maroc,Maritime,945,151.7,2024-04-17 01:59,2024-04-17 13:05,18.8,Livré,1003.5,2104.56,Acide phosphorique,0
LIV-0199,CMD-0233,Laayoune,Benguerir,T004,Sahara Trans,Route,495,414.5,2024-01-10 05:39,2024-01-10 13:45,0.0,Livré,21338.46,3089.19,Phosphate brut,1
LIV-0200,CMD-0428,Safi,Youssoufia,T005,OCP Maritime,Maritime,60,397.3,2024-12-24 09:08,2024-12-24 10:14,0.0,Retardé,190.7,358.88,Phosphate brut,0
LIV-0201,CMD-0231,Safi,Jorf Lasfar,T005,OCP Maritime,Maritime,75,199.9,2024-04-09 16:32,2024-04-09 17:56,3.1,Livré,119.94,206.27,Urée,0
LIV-0202,CMD-0339,Safi,Laayoune,T004,Sahara Trans,Route,861,393.7,2024-09-10 06:33,2024-09-10 19:33,0.0,Incident,35253.47,4566.26,Urée,0
LIV-0203,CMD-0567,Safi,Youssoufia,T004,Sahara Trans,Route,60,276.6,2024-03-25 09:09,2024-03-25 10:15,0.0,Livré,1725.98,181.83,TSP,1
LIV-0204,CMD-0531,Khouribga,Laayoune,T005,OCP Maritime,Maritime,580,32.9,2024-10-26 17:35,2024-10-27 04:35,0.0,Livré,152.66,210.53,DAP,1
LIV-0205,CMD-0211,Youssoufia,Safi,T004,Sahara Trans,Route,60,95.4,2025-02-20 16:12,2025-02-20 17:12,11.8,Livré,595.3,59.51,Acide phosphorique,0
LIV-0206,CMD-0147,Safi,Laayoune,T006,Marsa Maroc,Maritime,566,96.2,2024-08-29 00:40,2024-08-29 09:10,0.0,Livré,381.14,748.17,NPS,1
LIV-0207,CMD-0468,Khouribga,Jorf Lasfar,T005,OCP Maritime,Maritime,180,138.5,2025-03-18 03:11,2025-03-18 05:29,2.1,Livré,199.44,298.36,Sulfate d'ammonium,0
LIV-0208,CMD-0188,Casablanca Port,Laayoune,T003,Atlas Trucks,Route,900,314.3,2024-05-16 00:35,2024-05-16 15:53,0.0,Livré,27155.52,4365.22,MAP,1
LIV-0209,CMD-0506,Safi,Laayoune,T001,OCP Rail,Rail,325,445.1,2025-02-21 16:09,2025-02-21 22:15,3.7,Livré,3616.44,1553.2,Urée,0
LIV-0210,CMD-0473,Laayoune,Jorf Lasfar,T001,OCP Rail,Rail,820,56.7,2024-09-10 05:19,2024-09-10 19:19,0.0,Livré,1162.35,481.57,Urée,1
LIV-0211,CMD-0085,Benguerir,Laayoune,T004,Sahara Trans,Route,279,210.4,2024-03-30 01:50,2024-03-30 05:44,0.0,Livré,6104.97,568.07,Phosphate brut,1
LIV-0212,CMD-0173,Casablanca Port,Safi,T002,ONCF Fret,Rail,562,413.8,2024-05-12 12:00,2024-05-12 19:12,0.0,En transit,5116.22,3641.65,MAP,0
LIV-0213,CMD-0536,Casablanca Port,Khouribga,T006,Marsa Maroc,Maritime,120,93.7,2024-06-17 07:04,2024-06-17 08:46,0.0,Livré,78.71,136.93,MAP,1
LIV-0214,CMD-0432,Safi,Laayoune,T003,Atlas Trucks,Route,534,45.2,2024-10-20 03:09,2024-10-20 10:21,0.0,Livré,2317.13,232.52,DAP,1
LIV-0215,CMD-0111,Khouribga,Safi,T002,ONCF Fret,Rail,155,341.1,2024-03-16 00:48,2024-03-16 02:48,0.0,Livré,1163.15,591.52,Sulfate d'ammonium,1
LIV-0216,CMD-0412,Benguerir,Casablanca Port,T006,Marsa Maroc,Maritime,274,319.8,2024-11-02 20:31,2024-11-02 23:49,0.0,Livré,613.38,1430.67,Sulfate d'ammonium,1
LIV-0217,CMD-0512,Khouribga,Jorf Lasfar,T002,ONCF Fret,Rail,180,125.6,2024-08-04 06:49,2024-08-04 09:25,0.0,Livré,497.38,324.14,MAP,1
LIV-0218,CMD-0341,Casablanca Port,Jorf Lasfar,T005,OCP Maritime,Maritime,95,140.9,2024-09-08 22:24,2024-09-08 23:30,17.6,En transit,107.08,137.63,TSP,0
LIV-0219,CMD-0014,Casablanca Port,Laayoune,T003,Atlas Trucks,Route,900,251.4,2025-03-30 09:52,2025-03-31 00:46,0.0,En transit,21720.96,2718.01,Phosphate brut,0
LIV-0220,CMD-0210,Khouribga,Casablanca Port,T001,OCP Rail,Rail,120,133.5,2024-07-08 04:01,2024-07-08 05:49,0.0,Livré,400.5,203.22,DAP,1
LIV-0221,CMD-0296,Youssoufia,Laayoune,T005,OCP Maritime,Maritime,534,374.8,2024-08-04 00:39,2024-08-04 10:27,3.3,Livré,1601.15,2395.03,DAP,0
LIV-0222,CMD-0188,Youssoufia,Laayoune,T003,Atlas Trucks,Route,430,136.3,2024-07-11 21:21,2024-07-12 03:03,2.9,Livré,5626.46,790.23,NPS,0
LIV-0223,CMD-0210,Casablanca Port,Khouribga,T001,OCP Rail,Rail,120,53.6,2024-04-19 22:20,2024-04-19 23:50,0.0,Planifié,160.8,70.66,Phosphate brut,0
LIV-0224,CMD-0207,Jorf Lasfar,Khouribga,T004,Sahara Trans,Route,180,244.2,2024-06-02 10:20,2024-06-02 13:50,0.0,Livré,4571.42,473.93,Acide phosphorique,1
LIV-0225,CMD-0494,Laayoune,Safi,T001,OCP Rail,Rail,448,211.2,2024-12-08 19:50,2024-12-09 03:26,0.0,Retardé,2365.44,1022.62,DAP,0
LIV-0226,CMD-0385,Laayoune,Safi,T004,Sahara Trans,Route,165,384.3,2025-02-21 06:05,2025-02-21 09:35,0.0,Livré,6594.59,1029.46,NPS,1
LIV-0227,CMD-0426,Khouribga,Safi,T002,ONCF Fret,Rail,155,245.2,2024-05-27 06:52,2024-05-27 10:46,0.0,Livré,836.13,407.2,Urée,1
LIV-0228,CMD-0199,Casablanca Port,Benguerir,T004,Sahara Trans,Route,581,167.7,2024-02-25 07:54,2024-02-25 17:48,0.0,En transit,10133.1,1628.13,Urée,0
LIV-0229,CMD-0036,Benguerir,Laayoune,T003,Atlas Trucks,Route,601,360.4,2024-10-12 23:22,2024-10-13 07:46,2.8,Livré,20793.64,3069.63,Sulfate d'ammonium,0
LIV-0230,CMD-0166,Casablanca Port,Laayoune,T006,Marsa Maroc,Maritime,900,354.8,2024-07-21 23:33,2024-07-22 12:57,0.0,En transit,2235.24,4549.16,DAP,0
LIV-0231,CMD-0310,Khouribga,Youssoufia,T006,Marsa Maroc,Maritime,808,460.1,2024-03-03 09:48,2024-03-03 22:36,1.2,Livré,2602.33,4633.33,Urée,0
LIV-0232,CMD-0215,Jorf Lasfar,Benguerir,T006,Marsa Maroc,Maritime,110,381.2,2024-03-10 00:43,2024-03-10 03:07,2.5,Livré,293.52,681.61,Urée,0
LIV-0233,CMD-0181,Casablanca Port,Benguerir,T001,OCP Rail,Rail,252,411.9,2024-02-24 05:56,2024-02-24 09:20,0.0,Livré,2594.97,997.65,Sulfate d'ammonium,1
LIV-0234,CMD-0197,Youssoufia,Laayoune,T002,ONCF Fret,Rail,282,253.5,2024-03-26 14:59,2024-03-26 19:41,0.0,Livré,1572.71,944.97,Acide phosphorique,1
LIV-0235,CMD-0241,Laayoune,Safi,T004,Sahara Trans,Route,721,458.2,2024-05-09 00:48,2024-05-09 17:18,0.0,Livré,34357.67,3431.21,NPS,1
LIV-0236,CMD-0385,Safi,Laayoune,T001,OCP Rail,Rail,89,49.3,2024-01-06 14:42,2024-01-06 16:00,0.0,Planifié,109.69,65.87,Acide phosphorique,0
LIV-0237,CMD-0059,Safi,Jorf Lasfar,T003,Atlas Trucks,Route,75,226.1,2024-09-23 11:25,2024-09-23 12:19,3.4,Livré,1627.92,208.06,Sulfate d'ammonium,0
LIV-0238,CMD-0255,Laayoune,Benguerir,T001,OCP Rail,Rail,83,239.3,2024-04-17 20:35,2024-04-17 22:35,14.6,Planifié,496.55,290.54,Sulfate d'ammonium,0
LIV-0239,CMD-0047,Safi,Casablanca Port,T006,Marsa Maroc,Maritime,754,437.5,2024-05-25 23:21,2024-05-26 18:09,0.0,En transit,2309.12,4389.77,Sulfate d'ammonium,0
LIV-0240,CMD-0103,Casablanca Port,Safi,T002,ONCF Fret,Rail,701,252.6,2024-03-04 04:49,2024-03-04 17:25,0.0,En transit,3895.6,2642.33,Urée,0
LIV-0241,CMD-0562,Benguerir,Casablanca Port,T002,ONCF Fret,Rail,809,88.7,2025-03-20 04:51,2025-03-20 15:33,0.0,Livré,1578.68,957.57,NPS,1
LIV-0242,CMD-0030,Youssoufia,Jorf Lasfar,T001,OCP Rail,Rail,90,338.1,2024-06-13 09:16,2024-06-13 11:10,0.0,Incident,760.73,344.9,TSP,0
LIV-0243,CMD-0341,Benguerir,Jorf Lasfar,T003,Atlas Trucks,Route,110,365.2,2024-04-05 14:42,2024-04-05 16:18,0.0,Planifié,3856.51,578.26,Phosphate brut,0
LIV-0244,CMD-0266,Jorf Lasfar,Casablanca Port,T001,OCP Rail,Rail,95,184.7,2024-10-23 10:28,2024-10-23 11:52,0.0,Livré,438.66,283.43,MAP,1
LIV-0245,CMD-0591,Benguerir,Khouribga,T001,OCP Rail,Rail,80,183.3,2024-05-26 03:29,2024-05-26 04:35,0.9,Retardé,366.6,203.3,DAP,0
LIV-0246,CMD-0228,Benguerir,Khouribga,T005,OCP Maritime,Maritime,80,111.1,2024-11-25 02:18,2024-11-25 03:48,1.8,Livré,71.1,110.16,MAP,0
LIV-0247,CMD-0036,Safi,Khouribga,T005,OCP Maritime,Maritime,155,171.6,2024-08-18 13:11,2024-08-18 15:11,0.0,Livré,212.78,411.64,Sulfate d'ammonium,1
LIV-0248,CMD-0342,Benguerir,Casablanca Port,T006,Marsa Maroc,Maritime,206,151.3,2025-03-21 19:36,2025-03-21 22:54,3.4,Livré,218.17,489.43,TSP,0
LIV-0249,CMD-0164,Laayoune,Casablanca Port,T002,ONCF Fret,Rail,900,371.7,2024-02-10 19:54,2024-02-11 06:54,3.2,Livré,7359.66,5163.48,DAP,0
LIV-0250,CMD-0562,Jorf Lasfar,Safi,T003,Atlas Trucks,Route,75,345.4,2024-10-30 23:31,2024-10-31 00:49,2.3,Livré,2486.88,433.4,Urée,0
LIV-0251,CMD-0495,Khouribga,Benguerir,T003,Atlas Trucks,Route,80,399.8,2024-02-12 00:55,2024-02-12 01:55,0.0,Livré,3070.46,506.44,Acide phosphorique,1
LIV-0252,CMD-0386,Youssoufia,Benguerir,T002,ONCF Fret,Rail,903,379.2,2024-01-08 02:14,2024-01-08 18:14,3.5,Planifié,7533.19,5100.07,Urée,0
LIV-0253,CMD-0414,Casablanca Port,Youssoufia,T001,OCP Rail,Rail,178,190.7,2024-02-10 18:09,2024-02-10 22:03,0.0,Livré,848.62,441.68,Phosphate brut,1
LIV-0254,CMD-0475,Khouribga,Youssoufia,T002,ONCF Fret,Rail,486,254.5,2024-05-13 23:23,2024-05-14 06:23,1.8,En transit,2721.11,1800.08,Urée,0
LIV-0255,CMD-0587,Benguerir,Laayoune,T006,Marsa Maroc,Maritime,535,196.3,2024-03-05 04:27,2024-03-05 16:15,0.0,En transit,735.14,1098.93,NPS,0
LIV-0256,CMD-0551,Benguerir,Laayoune,T006,Marsa Maroc,Maritime,176,401.3,2025-01-11 01:58,2025-01-11 04:04,0.0,Livré,494.4,770.13,TSP,1
LIV-0257,CMD-0128,Safi,Laayoune,T001,OCP Rail,Rail,483,286.9,2025-02-15 17:33,2025-02-16 01:21,2.3,Planifié,3464.32,1865.49,Phosphate brut,0
LIV-0258,CMD-0576,Casablanca Port,Khouribga,T002,ONCF Fret,Rail,120,353.7,2024-12-13 09:01,2024-12-13 10:37,0.0,Livré,933.77,409.09,Acide phosphorique,1
LIV-0259,CMD-0532,Laayoune,Khouribga,T001,OCP Rail,Rail,207,263.0,2025-02-26 20:51,2025-02-27 01:09,0.0,Livré,1361.03,665.14,Acide phosphorique,1
LIV-0260,CMD-0046,Casablanca Port,Jorf Lasfar,T004,Sahara Trans,Route,95,297.0,2025-02-09 23:12,2025-02-10 00:24,0.0,En transit,2934.36,412.07,Phosphate brut,0
LIV-0261,CMD-0077,Khouribga,Benguerir,T002,ONCF Fret,Rail,80,430.9,2024-04-14 05:49,2024-04-14 07:01,0.0,En transit,758.38,384.35,Acide phosphorique,0
LIV-0262,CMD-0276,Benguerir,Jorf Lasfar,T006,Marsa Maroc,Maritime,110,212.0,2024-07-16 10:14,2024-07-16 11:50,0.0,En transit,163.24,237.85,Phosphate brut,0
LIV-0263,CMD-0254,Casablanca Port,Benguerir,T005,OCP Maritime,Maritime,753,330.9,2024-05-07 09:59,2024-05-07 22:47,0.0,Livré,1993.34,3309.51,MAP,1
LIV-0264,CMD-0232,Benguerir,Khouribga,T005,OCP Maritime,Maritime,80,348.3,2024-09-12 19:40,2024-09-12 20:52,0.0,Planifié,222.91,349.1,Acide phosphorique,0
LIV-0265,CMD-0542,Khouribga,Youssoufia,T004,Sahara Trans,Route,307,201.7,2024-04-05 22:16,2024-04-06 04:40,3.0,Livré,6439.88,641.26,Sulfate d'ammonium,0
LIV-0266,CMD-0545,Casablanca Port,Jorf Lasfar,T003,Atlas Trucks,Route,95,150.1,2024-02-07 06:06,2024-02-07 08:06,0.0,En transit,1368.91,147.06,Urée,0
LIV-0267,CMD-0380,Safi,Casablanca Port,T002,ONCF Fret,Rail,345,24.6,2024-04-30 18:34,2024-04-30 23:34,0.0,Retardé,186.71,112.86,Phosphate brut,0
LIV-0268,CMD-0235,Casablanca Port,Jorf Lasfar,T004,Sahara Trans,Route,95,239.7,2024-10-01 23:03,2024-10-02 00:21,0.0,Retardé,2368.24,290.58,Acide phosphorique,0
LIV-0269,CMD-0293,Casablanca Port,Khouribga,T003,Atlas Trucks,Route,120,389.9,2024-03-02 17:31,2024-03-02 20:19,0.0,Livré,4491.65,733.91,NPS,1
LIV-0270,CMD-0015,Laayoune,Khouribga,T004,Sahara Trans,Route,773,264.2,2025-01-07 13:26,2025-01-08 01:50,0.0,Livré,21239.57,3035.16,Phosphate brut,1
LIV-0271,CMD-0541,Laayoune,Casablanca Port,T001,OCP Rail,Rail,900,224.0,2024-09-25 00:23,2024-09-25 18:05,3.1,Retardé,5040.0,2710.94,DAP,0
LIV-0272,CMD-0508,Jorf Lasfar,Safi,T002,ONCF Fret,Rail,75,466.5,2024-06-23 19:34,2024-06-23 21:10,0.0,Livré,769.72,528.27,Urée,1
LIV-0273,CMD-0003,Youssoufia,Safi,T001,OCP Rail,Rail,60,458.7,2025-02-22 17:55,2025-02-22 18:43,0.0,Livré,688.05,313.7,Urée,1
LIV-0274,CMD-0306,Youssoufia,Safi,T006,Marsa Maroc,Maritime,60,416.3,2024-12-25 16:00,2024-12-25 16:42,0.0,Livré,174.85,246.16,Sulfate d'ammonium,1
LIV-0275,CMD-0500,Khouribga,Youssoufia,T003,Atlas Trucks,Route,819,109.4,2024-03-19 17:04,2024-03-20 06:52,1.2,Livré,8601.47,1088.86,DAP,0
LIV-0276,CMD-0450,Youssoufia,Laayoune,T003,Atlas Trucks,Route,311,245.9,2024-10-10 02:41,2024-10-10 07:53,0.0,Livré,7341.59,940.26,TSP,1
LIV-0277,CMD-0033,Youssoufia,Safi,T006,Marsa Maroc,Maritime,60,22.8,2024-06-03 03:38,2024-06-03 04:56,0.0,Livré,9.58,21.84,TSP,1
LIV-0278,CMD-0410,Casablanca Port,Youssoufia,T004,Sahara Trans,Route,761,491.8,2025-01-14 20:53,2025-01-15 08:41,0.0,Planifié,38923.02,3913.0,Urée,0
LIV-0279,CMD-0009,Youssoufia,Khouribga,T001,OCP Rail,Rail,891,30.2,2025-01-23 08:41,2025-01-24 06:35,2.9,Livré,672.71,288.45,Urée,0
LIV-0280,CMD-0254,Safi,Benguerir,T003,Atlas Trucks,Route,95,59.7,2024-04-28 10:43,2024-04-28 12:01,0.0,Livré,544.46,71.96,Urée,1
LIV-0281,CMD-0124,Youssoufia,Jorf Lasfar,T006,Marsa Maroc,Maritime,90,408.8,2025-01-25 04:11,2025-01-25 05:29,0.0,Livré,257.54,538.94,TSP,1
LIV-0282,CMD-0237,Safi,Khouribga,T003,Atlas Trucks,Route,155,466.0,2024-06-04 01:37,2024-06-04 05:07,0.0,En transit,6934.08,915.11,Phosphate brut,0
LIV-0283,CMD-0049,Benguerir,Jorf Lasfar,T004,Sahara Trans,Route,110,264.7,2024-08-24 08:22,2024-08-24 10:46,1.8,Livré,3028.17,414.51,TSP,0
LIV-0284,CMD-0343,Khouribga,Youssoufia,T001,OCP Rail,Rail,756,377.5,2025-01-01 15:48,2025-01-02 06:12,0.0,Livré,7134.75,3175.32,Acide phosphorique,1
LIV-0285,CMD-0381,Khouribga,Youssoufia,T006,Marsa Maroc,Maritime,93,347.8,2024-04-11 05:07,2024-04-11 06:49,3.1,Livré,226.42,489.95,Phosphate brut,0
LIV-0286,CMD-0196,Casablanca Port,Benguerir,T002,ONCF Fret,Rail,678,204.3,2024-04-11 08:25,2024-04-11 18:19,4.8,Retardé,3047.34,2214.56,Phosphate brut,0
LIV-0287,CMD-0197,Casablanca Port,Safi,T001,OCP Rail,Rail,156,472.1,2024-08-22 03:55,2024-08-22 06:01,4.0,Livré,1841.19,1035.26,Urée,0
LIV-0288,CMD-0430,Jorf Lasfar,Laayoune,T003,Atlas Trucks,Route,820,429.7,2024-09-26 18:52,2024-09-27 05:04,18.3,Livré,33825.98,5683.14,DAP,0
