commande_id,date_commande,produit,categorie,quantite_t,prix_unitaire_usd,montant_total_usd,client_id,client_nom,pays_client,priorite_client,site_origine,date_livraison_prevue,statut,retard_jours,fournisseur_id
CMD-0161,2024-05-05 20:58,NPS,Engrais,1940.3,512.24,993900.67,C005,Amajour Agri,Maroc,A,Laayoune,2024-05-23,En attente,0,F002
CMD-0162,2024-03-20 16:24,Acide phosphorique,Chimique,2428.9,832.48,2022022.44,C001,OCP Export EU,France,A,Casablanca Port,2024-04-12,En attente,0,F003
CMD-0163,2024-12-05 19:04,MAP,Engrais,2274.1,591.26,1344585.5,C003,Fertil India Ltd,Inde,B,Benguerir,2024-12-11,En attente,0,F003
CMD-0164,2024-10-26 22:39,DAP,Engrais,2012.4,607.5,1222526.92,C007,OCP Kenya,Kenya,A,Khouribga,2024-11-03,Livrée,0,F003
CMD-0165,2025-01-01 23:11,MAP,Engrais,772.9,546.42,422324.79,C006,Yara West Africa,Sénégal,B,Laayoune,2025-01-16,En attente,0,F004
CMD-0166,2024-04-26 03:14,NPS,Engrais,144.1,486.8,70147.51,C001,OCP Export EU,France,A,Khouribga,2024-05-15,Livrée,0,F001
CMD-0167,2024-12-21 01:12,Acide phosphorique,Chimique,653.1,814.43,531902.78,C004,Bunge Brasil,Brésil,B,Benguerir,2024-12-27,En attente,0,F004
CMD-0168,2024-10-01 00:58,DAP,Engrais,760.7,612.98,466294.26,C004,Bunge Brasil,Brésil,B,Casablanca Port,2024-10-15,Livrée,0,F001
CMD-0169,2025-01-29 06:46,Sulfate d'ammonium,Engrais,2743.2,219.62,602471.06,C002,AgriMaroc Sud,Maroc,A,Jorf Lasfar,2025-02-07,Livrée,0,F004
CMD-0170,2024-02-22 11:24,DAP,Engrais,1305.6,572.01,746817.86,C007,OCP Kenya,Kenya,A,Benguerir,2024-03-03,En cours,0,F001
CMD-0171,2024-05-15 23:53,Sulfate d'ammonium,Engrais,1793.9,204.58,366987.43,C003,Fertil India Ltd,Inde,B,Khouribga,2024-06-08,Livrée,0,F004
CMD-0172,2024-01-29 17:25,TSP,Engrais,3594.4,514.07,1847769.17,C003,Fertil India Ltd,Inde,B,Khouribga,2024-02-06,Livrée,0,F002
CMD-0173,2025-02-25 18:49,DAP,Engrais,2601.1,668.52,1738889.9,C006,Yara West Africa,Sénégal,B,Benguerir,2025-03-10,Livrée,0,F002
CMD-0174,2024-09-14 19:31,Acide phosphorique,Chimique,3915.2,899.75,3522695.58,C006,Yara West Africa,Sénégal,B,Laayoune,2024-09-23,En attente,0,F004
CMD-0175,2025-01-21 10:30,Urée,Engrais,1728.2,360.96,623808.46,C008,Pakistan Fertilizer,Pakistan,C,Safi,2025-02-04,Livrée,0,F001
CMD-0176,2025-02-27 16:22,Urée,Engrais,3032.1,399.6,1211622.16,C002,AgriMaroc Sud,Maroc,A,Safi,2025-03-09,Livrée,0,F003
CMD-0177,2024-12-10 19:03,Acide phosphorique,Chimique,3033.0,839.95,2547573.77,C005,Amajour Agri,Maroc,A,Safi,2024-12-26,Livrée,0,F003
CMD-0178,2024-02-28 06:52,Urée,Engrais,4901.1,407.23,1995887.63,C005,Amajour Agri,Maroc,A,Casablanca Port,2024-03-20,Livrée,0,F005
CMD-0179,2024-12-06 08:08,TSP,Engrais,4250.9,493.68,2098572.52,C001,OCP Export EU,France,A,Youssoufia,2024-12-09,Livrée,0,F003
CMD-0180,2024-12-15 11:09,Sulfate d'ammonium,Engrais,210.3,198.36,41714.17,C007,OCP Kenya,Kenya,A,Jorf Lasfar,2024-12-26,Livrée,0,F001
CMD-0181,2024-03-29 02:50,TSP,Engrais,1606.2,463.0,743676.02,C006,Yara West Africa,Sénégal,B,Safi,2024-04-01,Livrée,0,F004
CMD-0182,2024-08-09 19:32,MAP,Engrais,1338.4,584.93,782867.88,C005,Amajour Agri,Maroc,A,Laayoune,2024-08-29,Livrée,0,F002
CMD-0183,2024-03-09 04:32,MAP,Engrais,4498.5,584.82,2630806.01,C008,Pakistan Fertilizer,Pakistan,C,Youssoufia,2024-04-02,Retardée,8,F003
CMD-0184,2024-05-02 08:06,Sulfate d'ammonium,Engrais,2733.7,223.15,610021.72,C002,AgriMaroc Sud,Maroc,A,Jorf Lasfar,2024-05-24,Livrée,0,F003
CMD-0185,2025-01-18 17:14,Phosphate brut,Minerai,3970.7,114.95,456413.44,C002,AgriMaroc Sud,Maroc,A,Youssoufia,2025-01-23,En cours,0,F003
CMD-0186,2024-11-05 06:14,NPS,Engrais,4427.0,474.57,2100899.46,C003,Fertil India Ltd,Inde,B,Jorf Lasfar,2024-11-25,Livrée,0,F004
CMD-0187,2025-02-05 20:17,MAP,Engrais,3229.6,585.28,1890212.51,C003,Fertil India Ltd,Inde,B,Benguerir,2025-02-14,Retardée,0,F005
CMD-0188,2024-04-06 10:31,TSP,Engrais,2539.2,508.28,1290621.16,C003,Fertil India Ltd,Inde,B,Safi,2024-04-17,Livrée,0,F002
CMD-0189,2024-08-08 15:02,Sulfate d'ammonium,Engrais,4740.0,210.63,998409.74,C004,Bunge Brasil,Brésil,B,Benguerir,2024-08-23,Livrée,0,F005
CMD-0190,2025-01-25 08:38,Acide phosphorique,Chimique,1549.0,854.55,1323702.62,C003,Fertil India Ltd,Inde,B,Casablanca Port,2025-02-10,En cours,0,F005
CMD-0191,2024-09-19 05:41,TSP,Engrais,3141.2,510.87,1604756.37,C003,Fertil India Ltd,Inde,B,Casablanca Port,2024-10-12,Livrée,0,F001
CMD-0192,2024-06-12 17:45,MAP,Engrais,3866.6,567.78,2195391.75,C001,OCP Export EU,France,A,Casablanca Port,2024-07-05,Livrée,0,F001
CMD-0193,2024-11-11 10:06,NPS,Engrais,4785.4,508.61,2433894.15,C005,Amajour Agri,Maroc,A,Casablanca Port,2024-11-24,Livrée,0,F001
CMD-0194,2024-04-21 14:10,TSP,Engrais,2447.0,457.27,1118937.16,C008,Pakistan Fertilizer,Pakistan,C,Safi,2024-05-02,En cours,0,F003
CMD-0195,2024-09-04 20:45,Urée,Engrais,1884.2,383.75,723058.72,C003,Fertil India Ltd,Inde,B,Laayoune,2024-09-15,Livrée,0,F004
CMD-0196,2024-11-20 18:35,Phosphate brut,Minerai,300.5,128.55,38629.69,C003,Fertil India Ltd,Inde,B,Khouribga,2024-11-25,En attente,0,F005
CMD-0197,2024-12-28 14:03,Sulfate d'ammonium,Engrais,838.7,226.66,190103.58,C004,Bunge Brasil,Brésil,B,Laayoune,2025-01-09,Livrée,0,F001
CMD-0198,2024-02-09 06:08,Urée,Engrais,1115.0,371.06,413727.46,C008,Pakistan Fertilizer,Pakistan,C,Youssoufia,2024-02-21,En cours,0,F004
CMD-0199,2024-07-24 10:07,Acide phosphorique,Chimique,582.1,800.22,465805.24,C001,OCP Export EU,France,A,Laayoune,2024-08-13,En attente,0,F003
CMD-0200,2025-03-05 16:49,DAP,Engrais,2872.9,589.71,1694177.3,C007,OCP Kenya,Kenya,A,Khouribga,2025-03-12,Livrée,0,F004
CMD-0201,2024-09-20 09:00,Acide phosphorique,Chimique,4876.7,835.57,4074828.63,C002,AgriMaroc Sud,Maroc,A,Youssoufia,2024-10-07,En attente,0,F002
CMD-0202,2025-01-02 23:13,Urée,Engrais,242.6,392.99,95338.5,C001,OCP Export EU,France,A,Khouribga,2025-01-18,Livrée,0,F005
CMD-0203,2024-08-20 10:07,TSP,Engrais,1626.7,471.78,767442.76,C006,Yara West Africa,Sénégal,B,Jorf Lasfar,2024-09-04,Livrée,0,F005
CMD-0204,2024-03-26 03:10,NPS,Engrais,4088.0,499.26,2040966.69,C005,Amajour Agri,Maroc,A,Safi,2024-04-12,Livrée,0,F001
CMD-0205,2025-03-24 15:53,NPS,Engrais,3925.4,532.53,2090412.19,C005,Amajour Agri,Maroc,A,Casablanca Port,2025-03-29,En cours,0,F002
CMD-0206,2024-03-26 08:36,Urée,Engrais,3419.6,351.52,1202056.04,C003,Fertil India Ltd,Inde,B,Laayoune,2024-03-30,Livrée,0,F004
CMD-0207,2025-01-01 07:21,TSP,Engrais,1059.3,480.14,508612.02,C007,OCP Kenya,Kenya,A,Casablanca Port,2025-01-15,En cours,0,F005
CMD-0208,2024-05-14 12:21,Phosphate brut,Minerai,2417.9,117.64,284429.75,C006,Yara West Africa,Sénégal,B,Casablanca Port,2024-05-29,Livrée,0,F003
CMD-0209,2024-08-19 20:25,Acide phosphorique,Chimique,4788.8,819.94,3926551.99,C008,Pakistan Fertilizer,Pakistan,C,Youssoufia,2024-08-30,En attente,0,F002
CMD-0210,2024-07-31 09:37,NPS,Engrais,1776.6,545.39,968939.79,C006,Yara West Africa,Sénégal,B,Safi,2024-08-07,En cours,0,F005
CMD-0211,2024-04-23 18:30,Urée,Engrais,1758.4,396.6,697385.5,C007,OCP Kenya,Kenya,A,Laayoune,2024-04-28,Livrée,0,F001
CMD-0212,2024-06-05 22:49,Sulfate d'ammonium,Engrais,1319.4,209.3,276146.55,C008,Pakistan Fertilizer,Pakistan,C,Casablanca Port,2024-06-27,Livrée,0,F005
CMD-0213,2024-07-07 07:44,Acide phosphorique,Chimique,3097.6,861.81,2669539.4,C003,Fertil India Ltd,Inde,B,Khouribga,2024-07-21,Retardée,8,F002
CMD-0214,2024-03-19 02:17,Phosphate brut,Minerai,2095.8,124.17,260242.35,C001,OCP Export EU,France,A,Khouribga,2024-03-31,Livrée,0,F005
CMD-0215,2025-01-05 20:17,TSP,Engrais,4678.4,509.06,2381591.41,C007,OCP Kenya,Kenya,A,Casablanca Port,2025-01-19,En attente,0,F003
CMD-0216,2025-03-21 22:37,Sulfate d'ammonium,Engrais,342.9,219.03,75105.1,C005,Amajour Agri,Maroc,A,Casablanca Port,2025-04-02,En cours,0,F001
CMD-0217,2024-11-04 08:30,TSP,Engrais,920.2,512.23,471352.16,C007,OCP Kenya,Kenya,A,Laayoune,2024-11-24,Livrée,0,F003
CMD-0218,2024-09-17 05:38,DAP,Engrais,2861.4,581.04,1662599.96,C001,OCP Export EU,France,A,Benguerir,2024-09-30,Annulée,0,F005
CMD-0219,2024-03-28 11:53,NPS,Engrais,2545.9,491.46,1251216.94,C003,Fertil India Ltd,Inde,B,Laayoune,2024-04-06,En cours,0,F003
CMD-0220,2024-05-30 00:47,TSP,Engrais,1718.7,464.26,797919.99,C001,OCP Export EU,France,A,Casablanca Port,2024-06-11,En attente,0,F004
CMD-0221,2024-04-19 05:11,Urée,Engrais,2034.1,355.4,722917.95,C006,Yara West Africa,Sénégal,B,Khouribga,2024-05-02,Retardée,3,F001
CMD-0222,2024-09-13 00:39,Acide phosphorique,Chimique,2261.3,818.31,1850447.18,C007,OCP Kenya,Kenya,A,Youssoufia,2024-09-30,En cours,0,F001
CMD-0223,2024-12-27 11:35,Acide phosphorique,Chimique,1219.7,872.82,1064577.23,C006,Yara West Africa,Sénégal,B,Casablanca Port,2025-01-06,Livrée,0,F005
CMD-0224,2024-06-20 12:55,Acide phosphorique,Chimique,4584.8,822.13,3769279.22,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2024-06-29,Livrée,0,F004
CMD-0225,2025-02-21 12:03,Sulfate d'ammonium,Engrais,2768.7,209.02,578713.19,C007,OCP Kenya,Kenya,A,Casablanca Port,2025-03-16,En attente,0,F002
CMD-0226,2025-03-14 04:52,MAP,Engrais,3533.6,550.17,1944090.95,C008,Pakistan Fertilizer,Pakistan,C,Jorf Lasfar,2025-03-17,En attente,0,F005
CMD-0227,2024-03-31 06:52,Phosphate brut,Minerai,1674.2,120.39,201557.87,C003,Fertil India Ltd,Inde,B,Youssoufia,2024-04-13,En cours,0,F004
CMD-0228,2024-11-18 16:04,MAP,Engrais,325.4,555.26,180680.15,C008,Pakistan Fertilizer,Pakistan,C,Laayoune,2024-12-06,Livrée,0,F004
CMD-0229,2024-06-18 05:58,Acide phosphorique,Chimique,1309.6,782.41,1024644.27,C001,OCP Export EU,France,A,Safi,2024-07-02,Livrée,0,F003
CMD-0230,2024-08-10 23:45,MAP,Engrais,4931.4,587.36,2896524.47,C001,OCP Export EU,France,A,Khouribga,2024-08-20,En attente,0,F004
CMD-0231,2024-10-18 18:32,Sulfate d'ammonium,Engrais,4354.6,223.67,973981.98,C007,OCP Kenya,Kenya,A,Safi,2024-10-30,Retardée,8,F005
CMD-0232,2025-02-14 18:20,TSP,Engrais,933.4,482.86,450702.88,C006,Yara West Africa,Sénégal,B,Khouribga,2025-02-20,En attente,0,F001
CMD-0233,2024-10-21 14:13,Acide phosphorique,Chimique,3609.5,839.68,3030830.06,C008,Pakistan Fertilizer,Pakistan,C,Casablanca Port,2024-11-10,Livrée,0,F003
CMD-0234,2024-03-28 15:34,TSP,Engrais,4690.2,497.28,2332351.28,C005,Amajour Agri,Maroc,A,Youssoufia,2024-04-08,Livrée,0,F001
CMD-0235,2024-02-07 19:23,Phosphate brut,Minerai,549.4,111.04,61007.94,C004,Bunge Brasil,Brésil,B,Khouribga,2024-02-10,Livrée,0,F002
CMD-0236,2025-03-23 11:28,Phosphate brut,Minerai,2544.3,115.95,295021.4,C001,OCP Export EU,France,A,Youssoufia,2025-04-06,En cours,0,F003
CMD-0237,2024-11-17 05:19,Phosphate brut,Minerai,4929.2,120.41,593515.21,C005,Amajour Agri,Maroc,A,Youssoufia,2024-11-25,Livrée,0,F005
CMD-0238,2024-10-23 01:14,TSP,Engrais,2503.3,516.27,1292383.42,C007,OCP Kenya,Kenya,A,Jorf Lasfar,2024-11-13,Livrée,0,F004
CMD-0239,2025-01-02 19:01,Urée,Engrais,1913.5,395.47,756728.97,C003,Fertil India Ltd,Inde,B,Benguerir,2025-01-09,Livrée,0,F002
CMD-0240,2025-02-15 15:45,NPS,Engrais,2092.8,503.19,1053069.84,C001,OCP Export EU,France,A,Jorf Lasfar,2025-02-25,Livrée,0,F002
CMD-0241,2024-05-27 22:50,Sulfate d'ammonium,Engrais,4243.3,196.31,832988.6,C002,AgriMaroc Sud,Maroc,A,Safi,2024-06-01,Livrée,0,F005
CMD-0242,2025-03-10 01:43,DAP,Engrais,4033.0,628.69,2535499.92,C002,AgriMaroc Sud,Maroc,A,Youssoufia,2025-03-22,Livrée,0,F003
CMD-0243,2024-04-01 02:55,Acide phosphorique,Chimique,4688.9,912.84,4280227.42,C001,OCP Export EU,France,A,Youssoufia,2024-04-23,Retardée,5,F005
CMD-0244,2024-10-22 16:02,Phosphate brut,Minerai,2782.8,125.29,348656.64,C007,OCP Kenya,Kenya,A,Youssoufia,2024-11-06,En cours,0,F003
CMD-0245,2024-12-30 15:56,Acide phosphorique,Chimique,4419.9,845.38,3736479.83,C006,Yara West Africa,Sénégal,B,Jorf Lasfar,2025-01-20,Retardée,3,F003
CMD-0246,2024-04-23 08:11,Sulfate d'ammonium,Engrais,2834.5,200.63,568699.37,C007,OCP Kenya,Kenya,A,Khouribga,2024-04-28,En cours,0,F005
CMD-0247,2025-03-18 13:38,Urée,Engrais,1021.1,363.59,371256.78,C005,Amajour Agri,Maroc,A,Youssoufia,2025-04-04,Livrée,0,F003
CMD-0248,2024-05-10 16:06,Acide phosphorique,Chimique,3226.4,848.72,2738313.43,C008,Pakistan Fertilizer,Pakistan,C,Casablanca Port,2024-05-30,Livrée,0,F005
CMD-0249,2025-02-10 23:01,NPS,Engrais,4952.1,547.31,2710336.48,C003,Fertil India Ltd,Inde,B,Jorf Lasfar,2025-02-13,Retardée,0,F001
CMD-0250,2024-04-27 07:23,DAP,Engrais,4220.6,593.36,2504327.59,C007,OCP Kenya,Kenya,A,Youssoufia,2024-05-02,Livrée,0,F003
CMD-0251,2025-03-04 11:22,DAP,Engrais,2464.9,571.06,1407595.8,C008,Pakistan Fertilizer,Pakistan,C,Casablanca Port,2025-03-12,Livrée,0,F003
CMD-0252,2024-05-19 05:46,Acide phosphorique,Chimique,4075.1,873.67,3560286.43,C001,OCP Export EU,France,A,Jorf Lasfar,2024-05-25,Livrée,0,F002
CMD-0253,2024-03-02 09:01,Phosphate brut,Minerai,1804.5,125.66,226758.48,C005,Amajour Agri,Maroc,A,Laayoune,2024-03-13,Livrée,0,F002
CMD-0254,2024-01-25 14:38,Phosphate brut,Minerai,4148.9,111.95,464460.41,C005,Amajour Agri,Maroc,A,Casablanca Port,2024-02-01,Livrée,0,F005
CMD-0255,2025-01-23 06:02,NPS,Engrais,96.8,483.18,46772.3,C001,OCP Export EU,France,A,Casablanca Port,2025-02-13,En cours,0,F003
CMD-0256,2025-03-16 05:37,MAP,Engrais,1096.5,624.75,685038.63,C001,OCP Export EU,France,A,Youssoufia,2025-03-29,Livrée,0,F001
CMD-0257,2024-06-09 21:42,Acide phosphorique,Chimique,4647.4,824.77,3833035.72,C001,OCP Export EU,France,A,Youssoufia,2024-06-24,En attente,0,F004
CMD-0258,2024-10-29 06:24,MAP,Engrais,2841.6,596.3,1694434.98,C005,Amajour Agri,Maroc,A,Youssoufia,2024-11-18,Livrée,0,F002
CMD-0259,2024-02-29 01:04,MAP,Engrais,533.5,564.71,301275.13,C006,Yara West Africa,Sénégal,B,Khouribga,2024-03-16,En attente,0,F005
CMD-0260,2024-12-15 22:51,Urée,Engrais,3188.9,397.24,1266757.76,C006,Yara West Africa,Sénégal,B,Khouribga,2024-12-26,Livrée,0,F004
CMD-0261,2024-08-17 10:16,Urée,Engrais,2950.1,372.71,1099527.11,C003,Fertil India Ltd,Inde,B,Casablanca Port,2024-09-02,En cours,0,F001
CMD-0262,2024-10-29 15:04,Acide phosphorique,Chimique,3572.8,868.21,3101942.55,C003,Fertil India Ltd,Inde,B,Safi,2024-11-12,Livrée,0,F001
CMD-0263,2024-03-08 19:20,Acide phosphorique,Chimique,3818.7,795.9,3039316.59,C008,Pakistan Fertilizer,Pakistan,C,Benguerir,2024-03-20,Livrée,0,F005
CMD-0264,2024-09-08 23:49,Urée,Engrais,493.6,383.3,189195.18,C002,AgriMaroc Sud,Maroc,A,Khouribga,2024-09-28,Livrée,0,F004
CMD-0265,2024-07-07 13:02,Urée,Engrais,4510.6,404.64,1825153.94,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2024-07-25,Livrée,0,F004
CMD-0266,2024-02-19 03:23,TSP,Engrais,1540.6,479.47,738674.44,C003,Fertil India Ltd,Inde,B,Benguerir,2024-02-28,Livrée,0,F003
CMD-0267,2025-01-20 02:25,NPS,Engrais,1295.9,489.32,634112.06,C002,AgriMaroc Sud,Maroc,A,Benguerir,2025-02-09,Livrée,0,F001
CMD-0268,2024-10-22 01:39,TSP,Engrais,4746.7,467.11,2217251.36,C005,Amajour Agri,Maroc,A,Khouribga,2024-11-09,Livrée,0,F004
CMD-0269,2025-01-07 01:23,TSP,Engrais,3035.9,495.0,1502765.79,C005,Amajour Agri,Maroc,A,Benguerir,2025-01-15,Retardée,0,F003
CMD-0270,2024-08-05 17:10,Acide phosphorique,Chimique,3920.8,826.32,3239837.53,C008,Pakistan Fertilizer,Pakistan,C,Jorf Lasfar,2024-08-28,Livrée,0,F005
CMD-0271,2024-12-24 13:15,Phosphate brut,Minerai,3849.7,110.92,426996.36,C003,Fertil India Ltd,Inde,B,Casablanca Port,2025-01-07,Livrée,0,F003
CMD-0272,2024-07-06 23:36,MAP,Engrais,2521.6,602.59,1519483.18,C007,OCP Kenya,Kenya,A,Casablanca Port,2024-07-22,Livrée,0,F004
CMD-0273,2024-11-07 07:32,Urée,Engrais,4954.0,378.74,1876265.43,C002,AgriMaroc Sud,Maroc,A,Safi,2024-11-24,Retardée,6,F004
CMD-0274,2024-03-07 00:10,DAP,Engrais,4482.7,623.66,2795685.5,C006,Yara West Africa,Sénégal,B,Casablanca Port,2024-03-13,En cours,0,F003
CMD-0275,2024-11-06 09:24,TSP,Engrais,4918.9,493.63,2428115.83,C001,OCP Export EU,France,A,Jorf Lasfar,2024-11-24,Retardée,3,F004
CMD-0276,2025-02-06 23:05,MAP,Engrais,1330.8,591.01,786513.23,C001,OCP Export EU,France,A,Khouribga,2025-02-25,En cours,0,F002
CMD-0277,2025-01-23 17:21,NPS,Engrais,2342.2,524.65,1228839.28,C006,Yara West Africa,Sénégal,B,Safi,2025-02-01,Annulée,0,F004
CMD-0278,2024-04-20 01:01,MAP,Engrais,4606.7,550.9,2537852.65,C005,Amajour Agri,Maroc,A,Safi,2024-05-01,Livrée,0,F002
CMD-0279,2024-12-17 10:13,NPS,Engrais,533.2,528.11,281590.76,C006,Yara West Africa,Sénégal,B,Safi,2024-12-25,Livrée,0,F001
CMD-0280,2024-07-08 10:52,DAP,Engrais,591.3,649.76,384206.03,C006,Yara West Africa,Sénégal,B,Casablanca Port,2024-07-20,En cours,0,F003
CMD-0281,2024-05-24 18:30,Urée,Engrais,3998.9,387.89,1551131.03,C008,Pakistan Fertilizer,Pakistan,C,Youssoufia,2024-06-14,Livrée,0,F001
CMD-0282,2024-06-15 20:05,Phosphate brut,Minerai,2176.3,110.49,240449.46,C008,Pakistan Fertilizer,Pakistan,C,Jorf Lasfar,2024-06-22,En attente,0,F001
CMD-0283,2024-07-22 18:37,MAP,Engrais,1663.6,585.99,974857.56,C003,Fertil India Ltd,Inde,B,Benguerir,2024-08-10,Livrée,0,F003
CMD-0284,2024-12-21 15:08,Urée,Engrais,615.4,371.0,228313.82,C007,OCP Kenya,Kenya,A,Jorf Lasfar,2025-01-02,En attente,0,F003
CMD-0285,2024-05-22 04:11,MAP,Engrais,633.4,571.63,362069.09,C003,Fertil India Ltd,Inde,B,Benguerir,2024-05-31,Livrée,0,F004
CMD-0286,2024-05-14 13:19,TSP,Engrais,969.5,490.41,475449.13,C007,OCP Kenya,Kenya,A,Safi,2024-05-25,Livrée,0,F002
CMD-0287,2024-10-05 20:58,TSP,Engrais,2282.5,445.72,1017349.84,C006,Yara West Africa,Sénégal,B,Laayoune,2024-10-13,Livrée,0,F004
CMD-0288,2024-12-10 17:59,NPS,Engrais,2484.0,527.15,1309434.68,C007,OCP Kenya,Kenya,A,Casablanca Port,2024-12-21,Livrée,0,F001
CMD-0289,2024-05-10 15:38,Phosphate brut,Minerai,1410.5,120.72,170278.5,C005,Amajour Agri,Maroc,A,Khouribga,2024-05-29,En cours,0,F004
CMD-0290,2024-10-11 22:47,MAP,Engrais,3886.8,620.52,2411828.96,C002,AgriMaroc Sud,Maroc,A,Benguerir,2024-10-21,En attente,0,F004
CMD-0291,2024-07-11 06:19,Phosphate brut,Minerai,3693.1,122.95,454068.48,C007,OCP Kenya,Kenya,A,Khouribga,2024-07-15,Livrée,0,F003
CMD-0292,2024-07-03 00:59,MAP,Engrais,4970.1,616.02,3061679.15,C008,Pakistan Fertilizer,Pakistan,C,Laayoune,2024-07-17,En cours,0,F005
CMD-0293,2024-06-09 17:41,Urée,Engrais,739.2,362.16,267710.5,C003,Fertil India Ltd,Inde,B,Jorf Lasfar,2024-06-22,En cours,0,F005
CMD-0294,2025-03-20 20:33,Acide phosphorique,Chimique,4896.1,821.8,4023606.75,C003,Fertil India Ltd,Inde,B,Benguerir,2025-04-05,Annulée,0,F001
CMD-0295,2024-04-08 13:22,TSP,Engrais,4962.8,508.19,2522041.63,C007,OCP Kenya,Kenya,A,Khouribga,2024-04-22,Livrée,0,F003
CMD-0296,2024-11-17 17:42,Phosphate brut,Minerai,753.7,122.54,92359.99,C007,OCP Kenya,Kenya,A,Safi,2024-11-30,Livrée,0,F001
CMD-0297,2025-01-14 01:48,Urée,Engrais,4684.9,372.04,1742967.98,C005,Amajour Agri,Maroc,A,Casablanca Port,2025-01-29,Livrée,0,F001
CMD-0298,2024-06-18 04:38,NPS,Engrais,363.5,512.81,186406.08,C006,Yara West Africa,Sénégal,B,Laayoune,2024-06-29,Livrée,0,F003
CMD-0299,2025-01-11 23:21,Acide phosphorique,Chimique,2910.8,859.0,2500363.6,C006,Yara West Africa,Sénégal,B,Jorf Lasfar,2025-02-01,Retardée,3,F001
CMD-0300,2024-04-06 11:56,DAP,Engrais,3930.3,615.99,2421027.5,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2024-04-24,Livrée,0,F001
CMD-0301,2024-08-22 11:10,Urée,Engrais,4551.6,403.23,1835362.53,C004,Bunge Brasil,Brésil,B,Casablanca Port,2024-08-29,Livrée,0,F003
CMD-0302,2024-02-10 05:23,Acide phosphorique,Chimique,3339.3,870.25,2906032.25,C002,AgriMaroc Sud,Maroc,A,Benguerir,2024-03-01,Livrée,0,F002
CMD-0303,2024-03-01 12:52,Urée,Engrais,521.2,362.58,188974.62,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2024-03-13,Livrée,0,F004
CMD-0304,2024-11-24 00:30,DAP,Engrais,1750.7,582.36,1019542.74,C001,OCP Export EU,France,A,Casablanca Port,2024-12-09,Livrée,0,F002
CMD-0305,2024-10-12 11:50,Urée,Engrais,4039.5,355.87,1437555.66,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2024-10-31,Livrée,0,F002
CMD-0306,2024-05-07 11:21,TSP,Engrais,2838.3,488.47,1386431.55,C002,AgriMaroc Sud,Maroc,A,Jorf Lasfar,2024-05-20,En cours,0,F002
CMD-0307,2024-04-18 18:02,Urée,Engrais,1125.4,404.11,454788.6,C008,Pakistan Fertilizer,Pakistan,C,Laayoune,2024-05-02,En cours,0,F004
CMD-0308,2024-03-06 10:30,Sulfate d'ammonium,Engrais,3965.8,201.53,799210.31,C007,OCP Kenya,Kenya,A,Benguerir,2024-03-18,En cours,0,F005
CMD-0309,2024-06-08 13:47,Acide phosphorique,Chimique,4243.0,901.11,3823420.33,C001,OCP Export EU,France,A,Laayoune,2024-06-29,Livrée,0,F004
CMD-0310,2025-01-19 09:22,Acide phosphorique,Chimique,4494.7,911.84,4098426.24,C001,OCP Export EU,France,A,Laayoune,2025-01-30,Livrée,0,F005
CMD-0311,2025-03-17 11:22,MAP,Engrais,4672.9,555.26,2594670.64,C001,OCP Export EU,France,A,Benguerir,2025-03-30,Livrée,0,F002
CMD-0312,2024-06-16 13:44,NPS,Engrais,2957.4,470.33,1390940.76,C002,AgriMaroc Sud,Maroc,A,Khouribga,2024-06-18,Retardée,0,F004
CMD-0313,2025-02-20 18:17,Acide phosphorique,Chimique,3524.0,793.21,2795272.68,C007,OCP Kenya,Kenya,A,Safi,2025-03-13,Livrée,0,F001
CMD-0314,2024-04-30 16:26,Acide phosphorique,Chimique,4608.6,914.51,4214595.21,C002,AgriMaroc Sud,Maroc,A,Jorf Lasfar,2024-05-17,Livrée,0,F001
CMD-0315,2024-07-08 21:25,Acide phosphorique,Chimique,4769.5,814.45,3884541.62,C007,OCP Kenya,Kenya,A,Casablanca Port,2024-07-19,Livrée,0,F005
CMD-0316,2024-04-02 18:34,DAP,Engrais,3721.4,643.87,2396110.07,C005,Amajour Agri,Maroc,A,Casablanca Port,2024-04-06,En cours,0,F002
CMD-0317,2024-07-20 08:42,NPS,Engrais,2610.3,536.32,1399947.12,C006,Yara West Africa,Sénégal,B,Jorf Lasfar,2024-07-29,Livrée,0,F003
CMD-0318,2024-02-19 14:39,MAP,Engrais,4045.2,568.47,2299594.94,C001,OCP Export EU,France,A,Benguerir,2024-03-05,En cours,0,F004
CMD-0319,2024-10-12 14:11,NPS,Engrais,2523.1,515.46,1300551.85,C006,Yara West Africa,Sénégal,B,Khouribga,2024-10-20,En attente,0,F005
CMD-0320,2024-01-10 13:03,MAP,Engrais,2568.7,546.96,1404968.9,C004,Bunge Brasil,Brésil,B,Casablanca Port,2024-01-15,Livrée,0,F004
CMD-0321,2024-11-21 17:36,TSP,Engrais,225.0,503.28,113237.84,C003,Fertil India Ltd,Inde,B,Laayoune,2024-11-30,Livrée,0,F003
CMD-0322,2024-02-10 21:52,Acide phosphorique,Chimique,1895.4,850.28,1611616.1,C002,AgriMaroc Sud,Maroc,A,Jorf Lasfar,2024-02-19,En attente,0,F001
